date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
1990-07-29,China,Japan,1,0,Dynasty Cup,Beijing,China,False
1990-07-29,Korea Republic,Korea DPR,1,0,Dynasty Cup,Beijing,China,True
1990-07-29,Togo,Mali,0,0,Friendly,Lomé,Togo,False
1990-07-31,China,Korea Republic,0,1,Dynasty Cup,Beijing,China,False
1990-07-31,Japan,Korea DPR,0,1,Dynasty Cup,Beijing,China,True
1990-08-03,China,Korea Republic,1,1,Dynasty Cup,Beijing,China,False
1990-08-04,Malawi,Congo DR,1,0,Friendly,Blantyre,Malawi,False
1990-08-06,Malawi,Congo DR,1,0,Friendly,Lilongwe,Malawi,False
1990-08-08,Faroe Islands,Iceland,2,3,Friendly,Tórshavn,Faroe Islands,False
1990-08-08,Malawi,Congo DR,0,0,Friendly,Mzuzu,Malawi,False
1990-08-09,Tunisia,Morocco,0,0,Friendly,Tunis,Tunisia,False
1990-08-11,Réunion,Congo,2,1,Friendly,Saint-Pierre,Réunion,False
1990-08-12,Gabon,Mali,0,0,Friendly,Libreville,Gabon,False
1990-08-12,Swaziland,Mozambique,0,0,Friendly,Mbabane,Swaziland,False
1990-08-12,Zambia,Congo DR,0,0,Friendly,Lusaka,Zambia,False
1990-08-13,Mozambique,Zimbabwe,2,3,Friendly,Mbabane,Swaziland,True
1990-08-15,France,Poland,0,0,Friendly,Paris,France,False
1990-08-16,New Zealand,China,2,1,Friendly,Lower Hutt,New Zealand,False
1990-08-17,Egypt,Ethiopia,2,0,African Cup of Nations qualification,Cairo,Egypt,False
1990-08-18,Indonesia,Singapore,6,0,Friendly,Jakarta,Indonesia,False
1990-08-18,Malawi,Congo,0,1,African Cup of Nations qualification,Zomba,Malawi,False
1990-08-19,Cameroon,Mali,0,0,African Cup of Nations qualification,Yaoundé,Cameroon,False
1990-08-19,Congo DR,Tanzania,2,0,African Cup of Nations qualification,Kinshasa,Zaïre,False
1990-08-19,Gabon,Uganda,1,0,African Cup of Nations qualification,Libreville,Gabon,False
1990-08-19,Ivory Coast,Mauritania,2,0,African Cup of Nations qualification,Abidjan,Ivory Coast,False
1990-08-19,Morocco,Niger,2,0,African Cup of Nations qualification,Casablanca,Morocco,False
1990-08-19,Tunisia,Chad,2,1,African Cup of Nations qualification,Tunis,Tunisia,False
1990-08-19,Zambia,Swaziland,5,0,African Cup of Nations qualification,Lusaka,Zambia,False
1990-08-21,Austria,Switzerland,1,3,Friendly,Vienna,Austria,False
1990-08-22,Norway,Sweden,1,2,Friendly,Stavanger,Norway,False
1990-08-24,New Zealand,China,1,0,Friendly,Auckland,New Zealand,False
1990-08-25,Botswana,Swaziland,3,2,Friendly,Gaborone,Botswana,False
1990-08-25,Indonesia,Australia,0,3,Friendly,Jakarta,Indonesia,False
1990-08-25,Zambia,Zimbabwe,3,1,Friendly,Gaborone,Botswana,True
1990-08-26,Botswana,Zimbabwe,0,7,Friendly,Gaborone,Botswana,False
1990-08-27,Mali,Burkina Faso,2,1,Friendly,Bamako,Mali,False
1990-08-29,Finland,Czechoslovakia,1,1,Friendly,Kuusankoski,Finland,False
1990-08-29,Portugal,Germany,1,1,Friendly,Lisbon,Portugal,False
1990-08-29,Russia,Romania,1,2,Friendly,Moscow,Soviet Union,False
1990-08-30,Mozambique,Angola,0,2,Friendly,Maputo,Mozambique,False
1990-09-01,Sierra Leone,Cameroon,1,1,African Cup of Nations qualification,Freetown,Sierra Leone,False
1990-09-01,Uganda,Congo DR,2,1,African Cup of Nations qualification,Kampala,Uganda,False
1990-09-02,Congo,Zimbabwe,2,0,African Cup of Nations qualification,Brazzaville,Congo,False
1990-09-02,Mali,Guinea,1,1,African Cup of Nations qualification,Bamako,Mali,False
1990-09-02,Morocco,Mauritania,4,0,African Cup of Nations qualification,Casablanca,Morocco,False
1990-09-02,Mozambique,Kenya,2,1,African Cup of Nations qualification,Maputo,Mozambique,False
1990-09-02,Swaziland,Angola,1,1,African Cup of Nations qualification,Mbabane,Swaziland,False
1990-09-05,Greece,Albania,1,0,Friendly,Patras,Greece,False
1990-09-05,Hungary,Turkey,4,1,Friendly,Budapest,Hungary,False
1990-09-05,Iceland,France,1,2,UEFA Euro qualification,Reykjavík,Iceland,False
1990-09-05,Sweden,Denmark,0,1,Friendly,Västerås,Sweden,False
1990-09-06,Korea Republic,Australia,1,0,Friendly,Seoul,Korea Republic,False
1990-09-08,Malaysia,Yemen,0,1,Friendly,Kuala Lumpur,Malaysia,False
1990-09-09,Korea Republic,Australia,1,0,Friendly,Seoul,Korea Republic,False
1990-09-11,Denmark,Wales,1,0,Friendly,Copenhagen,Denmark,False
1990-09-12,Belgium,German DR,0,2,Friendly,Brussels,Belgium,False
1990-09-12,England,Hungary,1,0,Friendly,London,England,False
1990-09-12,Faroe Islands,Austria,1,0,UEFA Euro qualification,Landskrona,Sweden,True
1990-09-12,Finland,Portugal,0,0,UEFA Euro qualification,Helsinki,Finland,False
1990-09-12,Ireland,Morocco,1,0,Friendly,Dublin,Ireland,False
1990-09-12,Northern Ireland,Yugoslavia,0,2,UEFA Euro qualification,Belfast,Northern Ireland,False
1990-09-12,Russia,Norway,2,0,UEFA Euro qualification,Moscow,Soviet Union,False
1990-09-12,Scotland,Romania,2,1,UEFA Euro qualification,Glasgow,Scotland,False
1990-09-12,Spain,Brazil,3,0,Friendly,Gijón,Spain,False
1990-09-12,Switzerland,Bulgaria,2,0,UEFA Euro qualification,Geneva,Switzerland,False
1990-09-13,Singapore,Malaysia,3,0,Friendly,Singapore,Singapore,False
1990-09-15,USA,Trinidad and Tobago,3,0,Friendly,High Point,USA,False
1990-09-26,Czechoslovakia,Iceland,1,0,UEFA Euro qualification,Košice,Czechoslovakia,False
1990-09-26,Italy,Netherlands,1,0,Friendly,Palermo,Italy,False
1990-09-26,Romania,Poland,2,1,Friendly,Bucharest,Romania,False
1990-09-26,Sweden,Bulgaria,2,0,Friendly,Solna,Sweden,False
1990-09-30,Aruba,Curaçao,1,3,Friendly,Oranjestad,Aruba,False
1990-09-30,Benin,Nigeria,0,1,African Cup of Nations qualification,Cotonou,Benin,False
1990-09-30,Botswana,Cameroon,0,0,Friendly,Gaborone,Botswana,False
1990-09-30,Niger,Ivory Coast,0,1,African Cup of Nations qualification,Niamey,Niger,False
1990-09-30,Togo,Ghana,0,1,African Cup of Nations qualification,Lomé,Togo,False
1990-10-10,Denmark,Faroe Islands,4,1,UEFA Euro qualification,Copenhagen,Denmark,False
1990-10-10,Greece,Egypt,6,1,Friendly,Athens,Greece,False
1990-10-10,Norway,Hungary,0,0,UEFA Euro qualification,Bergen,Norway,False
1990-10-10,Poland,USA,2,3,Friendly,Warsaw,Poland,False
1990-10-10,Spain,Iceland,2,1,UEFA Euro qualification,Seville,Spain,False
1990-10-10,Sweden,Germany,1,3,Friendly,Solna,Sweden,False
1990-10-11,Korea DPR,Korea Republic,2,1,Friendly,P'yongyang,Korea DPR,False
1990-10-13,France,Czechoslovakia,2,1,UEFA Euro qualification,Paris,France,False
1990-10-14,Benin,Togo,1,1,African Cup of Nations qualification,Cotonou,Benin,False
1990-10-17,Croatia,USA,2,1,Friendly,Zagreb,Croatia,False
1990-10-17,England,Poland,2,0,UEFA Euro qualification,London,England,False
1990-10-17,Hungary,Italy,1,1,UEFA Euro qualification,Budapest,Hungary,False
1990-10-17,Ireland,Turkey,5,0,UEFA Euro qualification,Dublin,Ireland,False
1990-10-17,Northern Ireland,Denmark,1,1,UEFA Euro qualification,Belfast,Northern Ireland,False
1990-10-17,Portugal,Netherlands,1,0,UEFA Euro qualification,Porto,Portugal,False
1990-10-17,Romania,Bulgaria,0,3,UEFA Euro qualification,Bucharest,Romania,False
1990-10-17,Scotland,Switzerland,2,1,UEFA Euro qualification,Glasgow,Scotland,False
1990-10-17,Wales,Belgium,3,1,UEFA Euro qualification,Cardiff,Wales,False
1990-10-23,Korea Republic,Korea DPR,1,0,Friendly,Seoul,Korea Republic,False
1990-10-31,Greece,Malta,4,0,UEFA Euro qualification,Athens,Greece,False
1990-10-31,Hungary,Cyprus,4,2,UEFA Euro qualification,Budapest,Hungary,False
1990-10-31,Luxembourg,Germany,2,3,UEFA Euro qualification,Luxembourg,Luxembourg,False
1990-10-31,Norway,Cameroon,6,1,Friendly,Oslo,Norway,False
1990-10-31,Yugoslavia,Austria,4,1,UEFA Euro qualification,Belgrade,Yugoslavia,False
1990-11-01,Fiji,Solomon Islands,0,0,Friendly,Port Vila,Vanuatu,True
1990-11-01,Vanuatu,New Caledonia,1,0,Friendly,Port Vila,Vanuatu,False
1990-11-03,Italy,Russia,0,0,UEFA Euro qualification,Rome,Italy,False
1990-11-03,New Caledonia,Papua New Guinea,2,1,Friendly,Port Vila,Vanuatu,True
1990-11-03,Vanuatu,Solomon Islands,1,1,Friendly,Port Vila,Vanuatu,False
1990-11-05,New Caledonia,Fiji,0,0,Friendly,Port Vila,Vanuatu,True
1990-11-05,Vanuatu,Papua New Guinea,1,0,Friendly,Port Vila,Vanuatu,False
1990-11-06,Solomon Islands,Papua New Guinea,1,0,Friendly,Port Vila,Vanuatu,True
1990-11-06,Vanuatu,Fiji,1,1,Friendly,Port Vila,Vanuatu,False
1990-11-07,Tunisia,Norway,1,3,Friendly,Bizerte,Tunisia,False
1990-11-08,Brazil,Chile,0,0,Friendly,Belém,Brazil,False
1990-11-08,Fiji,Papua New Guinea,1,0,Friendly,Port Vila,Vanuatu,True
1990-11-08,New Caledonia,Solomon Islands,3,1,Friendly,Port Vila,Vanuatu,True
1990-11-09,Angola,Mozambique,4,2,Friendly,Luanda,Angola,False
1990-11-10,Congo,Mozambique,1,0,Friendly,Luanda,Angola,True
1990-11-11,Angola,Congo,1,0,Friendly,Luanda,Angola,False
1990-11-11,Tunisia,Finland,1,2,Friendly,Tunis,Tunisia,False
1990-11-14,Austria,Northern Ireland,0,0,UEFA Euro qualification,Vienna,Austria,False
1990-11-14,Bulgaria,Scotland,1,1,UEFA Euro qualification,Sofia,Bulgaria,False
1990-11-14,Cyprus,Norway,0,3,UEFA Euro qualification,Nicosia,Cyprus,False
1990-11-14,Czechoslovakia,Spain,3,2,UEFA Euro qualification,Prague,Czechoslovakia,False
1990-11-14,Denmark,Yugoslavia,0,2,UEFA Euro qualification,Copenhagen,Denmark,False
1990-11-14,Ireland,England,1,1,UEFA Euro qualification,Dublin,Ireland,False
1990-11-14,Luxembourg,Wales,0,1,UEFA Euro qualification,Luxembourg,Luxembourg,False
1990-11-14,San Marino,Switzerland,0,4,UEFA Euro qualification,Serravalle,San Marino,False
1990-11-14,Turkey,Poland,0,1,UEFA Euro qualification,Istanbul,Turkey,False
1990-11-17,Albania,France,0,1,UEFA Euro qualification,Tirana,Albania,False
1990-11-18,Ethiopia,Tunisia,0,2,African Cup of Nations qualification,Addis Abeba,Ethiopia,False
1990-11-18,Trinidad and Tobago,USA,0,0,Friendly,Port of Spain,Trinidad and Tobago,False
1990-11-21,USA,Russia,0,0,Friendly,Port of Spain,Trinidad and Tobago,True
1990-11-24,Trinidad and Tobago,Russia,0,2,Friendly,Port of Spain,Trinidad and Tobago,False
1990-11-25,Malta,Finland,1,1,UEFA Euro qualification,Attard,Malta,False
1990-11-29,Tanzania,Uganda,1,1,Friendly,Dar es Salaam,Tanzania,False
1990-11-30,Guatemala,Russia,0,3,Friendly,Guatemala,Guatemala,False
1990-12-05,Romania,San Marino,6,0,UEFA Euro qualification,Bucharest,Romania,False
1990-12-08,Congo,Chad,3,0,UDEAC Cup,Brazzaville,Congo,False
1990-12-08,Zanzibar,Tanzania,0,0,CECAFA Cup,Zanzibar,Zanzibar,False
1990-12-09,Cameroon,Gabon,2,1,UDEAC Cup,Brazzaville,Congo,True
1990-12-09,Kenya,Uganda,2,2,CECAFA Cup,Zanzibar,Zanzibar,True
1990-12-09,Malawi,Zimbabwe,0,0,CECAFA Cup,Zanzibar,Zanzibar,True
1990-12-11,Central African Republic,Gabon,0,1,UDEAC Cup,Brazzaville,Congo,True
1990-12-11,Malawi,Tanzania,1,0,CECAFA Cup,Zanzibar,Zanzibar,True
1990-12-12,Chad,Equatorial Guinea,1,0,UDEAC Cup,Brazzaville,Congo,True
1990-12-12,Kenya,Sudan,1,2,CECAFA Cup,Zanzibar,Zanzibar,True
1990-12-12,Mexico,Brazil,0,0,Friendly,Los Angeles,USA,True
1990-12-12,Zanzibar,Zimbabwe,0,1,CECAFA Cup,Zanzibar,Zanzibar,False
1990-12-13,Central African Republic,Cameroon,0,3,UDEAC Cup,Brazzaville,Congo,True
1990-12-13,Congo,Equatorial Guinea,6,0,UDEAC Cup,Brazzaville,Congo,False
1990-12-14,Sudan,Uganda,2,2,CECAFA Cup,Zanzibar,Zanzibar,True
1990-12-14,Tanzania,Zimbabwe,2,0,CECAFA Cup,Zanzibar,Zanzibar,True
1990-12-14,Zanzibar,Malawi,2,1,CECAFA Cup,Zanzibar,Zanzibar,False
1990-12-15,Chad,Cameroon,0,1,UDEAC Cup,Brazzaville,Congo,True
1990-12-15,Congo,Gabon,1,0,UDEAC Cup,Brazzaville,Congo,False
1990-12-17,Central African Republic,Equatorial Guinea,3,3,UDEAC Cup,Brazzaville,Congo,True
1990-12-17,Chad,Gabon,2,1,UDEAC Cup,Brazzaville,Congo,True
1990-12-17,Tanzania,Uganda,1,1,Friendly,Zanzibar,Zanzibar,True
1990-12-17,Zanzibar,Sudan,0,1,CECAFA Cup,Zanzibar,Zanzibar,False
1990-12-18,Algeria,Senegal,1,0,Friendly,Constantine,Algeria,False
1990-12-18,Congo,Cameroon,2,1,UDEAC Cup,Brazzaville,Congo,False
1990-12-19,Germany,Switzerland,4,0,Friendly,Stuttgart,Germany,False
1990-12-19,Greece,Poland,1,2,Friendly,Vólos,Greece,False
1990-12-19,Malta,Netherlands,0,8,UEFA Euro qualification,Attard,Malta,False
1990-12-19,Portugal,USA,1,0,Friendly,Maia,Portugal,False
1990-12-19,Spain,Albania,9,0,UEFA Euro qualification,Seville,Spain,False
1990-12-19,Zanzibar,Tanzania,1,2,CECAFA Cup,Zanzibar,Zanzibar,False
1990-12-20,Sudan,Uganda,0,2,CECAFA Cup,Zanzibar,Zanzibar,True
1990-12-22,Croatia,Romania,2,0,Friendly,Rijeka,Croatia,False
1990-12-22,Cyprus,Italy,0,4,UEFA Euro qualification,Limassol,Cyprus,False
1991-01-06,Burkina Faso,Mali,2,0,Friendly,Ouagadougou,Burkina Faso,False
1991-01-09,Burkina Faso,Niger,2,2,Friendly,Ouagadougou,Burkina Faso,False
1991-01-11,Russia,Zambia,4,0,Nehru Cup,Trivandrum,India,True
1991-01-13,Burkina Faso,Nigeria,1,1,African Cup of Nations qualification,Ouagadougou,Burkina Faso,False
1991-01-13,Ghana,Benin,4,0,African Cup of Nations qualification,Accra,Ghana,False
1991-01-13,Morocco,Ivory Coast,3,1,African Cup of Nations qualification,Rabat,Morocco,False
1991-01-14,Hungary,Russia,1,1,Nehru Cup,Trivandrum,India,True
1991-01-16,Spain,Portugal,1,1,Friendly,Castellón de la Plana,Spain,False
1991-01-17,India,Hungary,1,2,Nehru Cup,Trivandrum,India,False
1991-01-20,India,Zambia,1,0,Nehru Cup,Trivandrum,India,False
1991-01-23,Greece,Portugal,3,2,UEFA Euro qualification,Athens,Greece,False
1991-01-23,Hungary,Zambia,4,1,Nehru Cup,Trivandrum,India,True
1991-01-24,India,Russia,1,3,Nehru Cup,Trivandrum,India,False
1991-01-27,Benin,Burkina Faso,1,2,African Cup of Nations qualification,Cotonou,Benin,False
1991-01-27,Niger,Morocco,1,0,African Cup of Nations qualification,Niamey,Niger,False
1991-01-27,Togo,Nigeria,0,0,African Cup of Nations qualification,Lomé,Togo,False
1991-01-29,Mexico,Colombia,0,0,Friendly,León,Mexico,False
1991-01-30,Australia,Czechoslovakia,0,1,Friendly,Melbourne,Australia,False
1991-02-01,USA,Switzerland,0,1,Friendly,Miami,USA,False
1991-02-03,Colombia,Switzerland,2,3,Friendly,Miami,USA,True
1991-02-05,Northern Ireland,Poland,3,1,Friendly,Belfast,Northern Ireland,False
1991-02-06,Australia,Czechoslovakia,0,2,Friendly,Parramatta,Australia,False
1991-02-06,England,Cameroon,2,0,Friendly,London,England,False
1991-02-06,Guinea-Bissau,Gambia,2,1,Friendly,Bissau,Guinea-Bissau,False
1991-02-06,Scotland,Russia,0,1,Friendly,Glasgow,Scotland,False
1991-02-06,Wales,Ireland,0,3,Friendly,Wrexham,Wales,False
1991-02-07,Guinea-Bissau,Mauritania,2,0,Friendly,Bissau,Guinea-Bissau,False
1991-02-09,Malta,Portugal,0,1,UEFA Euro qualification,Attard,Malta,False
1991-02-13,Italy,Belgium,0,0,Friendly,Terni,Italy,False
1991-02-15,Algeria,Cameroon,0,0,Friendly,Dakar,Senegal,True
1991-02-15,Senegal,Ivory Coast,0,0,Friendly,Dakar,Senegal,False
1991-02-17,Gambia,Mauritania,0,0,Friendly,Banjul,Gambia,False
1991-02-17,Ivory Coast,Cameroon,3,2,Friendly,Dakar,Senegal,True
1991-02-17,Senegal,Algeria,1,3,Friendly,Dakar,Senegal,False
1991-02-19,Argentina,Hungary,2,0,Friendly,Rosario,Argentina,False
1991-02-20,France,Spain,3,1,UEFA Euro qualification,Paris,France,False
1991-02-20,Portugal,Malta,5,0,UEFA Euro qualification,Porto,Portugal,False
1991-02-21,Bermuda,USA,1,0,Friendly,Hamilton,Bermuda,False
1991-02-27,Belgium,Luxembourg,3,0,UEFA Euro qualification,Brussels,Belgium,False
1991-02-27,Brazil,Paraguay,1,1,Friendly,Campo Grande,Brazil,False
1991-02-27,Cyprus,Greece,1,1,Friendly,Limassol,Cyprus,False
1991-02-27,Turkey,Yugoslavia,1,1,Friendly,Izmir,Turkey,False
1991-03-02,Suriname,French Guyana,3,0,Friendly,Paramaribo,Suriname,False
1991-03-05,Algeria,Tunisia,2,1,Friendly,Annaba,Algeria,False
1991-03-09,Uganda,Sudan,0,1,Friendly,Kampala,Uganda,False
1991-03-12,Liechtenstein,Switzerland,0,6,Friendly,Balzers,Liechtenstein,False
1991-03-12,USA,Mexico,2,2,NAFU Championship,Los Angeles,USA,False
1991-03-13,Argentina,Mexico,0,0,Friendly,Buenos Aires,Argentina,False
1991-03-13,Netherlands,Malta,1,0,UEFA Euro qualification,Rotterdam,Netherlands,False
1991-03-13,Poland,Finland,1,1,Friendly,Warsaw,Poland,False
1991-03-14,Canada,Mexico,0,3,NAFU Championship,Los Angeles,USA,True
1991-03-16,USA,Canada,2,0,NAFU Championship,Torrance,USA,False
1991-03-27,Argentina,Brazil,3,3,Friendly,Buenos Aires,Argentina,False
1991-03-27,Belgium,Wales,1,1,UEFA Euro qualification,Brussels,Belgium,False
1991-03-27,Czechoslovakia,Poland,4,0,Friendly,Olomouc,Czechoslovakia,False
1991-03-27,England,Ireland,1,1,UEFA Euro qualification,London,England,False
1991-03-27,Germany,Russia,2,1,Friendly,Frankfurt am Main,Germany,False
1991-03-27,Morocco,Greece,0,0,Friendly,Rabat,Morocco,False
1991-03-27,San Marino,Romania,1,3,UEFA Euro qualification,Serravalle,San Marino,False
1991-03-27,Scotland,Bulgaria,1,1,UEFA Euro qualification,Glasgow,Scotland,False
1991-03-27,Spain,Hungary,2,4,Friendly,Santander,Spain,False
1991-03-27,Tunisia,Turkey,0,0,Friendly,Tunis,Tunisia,False
1991-03-27,Yugoslavia,Northern Ireland,4,1,UEFA Euro qualification,Belgrade,Yugoslavia,False
1991-03-30,France,Albania,5,0,UEFA Euro qualification,Paris,France,False
1991-04-03,Algeria,Morocco,2,2,Friendly,Annaba,Algeria,False
1991-04-03,Cyprus,Hungary,0,2,UEFA Euro qualification,Limassol,Cyprus,False
1991-04-03,Switzerland,Romania,0,0,UEFA Euro qualification,Neuchâtel,Switzerland,False
1991-04-07,Mali,Burkina Faso,5,1,Friendly,Bamako,Mali,False
1991-04-07,Sudan,Uganda,1,1,Friendly,Khartoum,Sudan,False
1991-04-07,Tunisia,Algeria,0,0,Friendly,Tunis,Tunisia,False
1991-04-09,Denmark,Bulgaria,1,1,Friendly,Odense,Denmark,False
1991-04-09,Mexico,Chile,1,0,Friendly,Veracruz,Mexico,False
1991-04-12,Mauritania,Morocco,0,2,African Cup of Nations qualification,Nouakchott,Mauritania,False
1991-04-13,Nigeria,Ghana,0,0,African Cup of Nations qualification,Lagos,Nigeria,False
1991-04-14,Angola,Zambia,1,2,African Cup of Nations qualification,Luanda,Angola,False
1991-04-14,Congo DR,Gabon,2,1,African Cup of Nations qualification,Kinshasa,Zaïre,False
1991-04-14,Guinea,Cameroon,0,0,African Cup of Nations qualification,Conakry,Guinea,False
1991-04-14,Mali,Sierra Leone,0,0,African Cup of Nations qualification,Bamako,Mali,False
1991-04-14,Nicaragua,El Salvador,2,3,UNCAF Cup,Managua,Nicaragua,False
1991-04-14,Sudan,Kenya,1,0,African Cup of Nations qualification,Khartoum,Sudan,False
1991-04-14,Swaziland,Madagascar,0,1,African Cup of Nations qualification,Mbabane,Swaziland,False
1991-04-14,Tunisia,Egypt,2,2,African Cup of Nations qualification,Tunis,Tunisia,False
1991-04-14,Uganda,Tanzania,3,2,African Cup of Nations qualification,Kampala,Uganda,False
1991-04-14,Zimbabwe,Malawi,4,0,African Cup of Nations qualification,Harare,Zimbabwe,False
1991-04-17,Austria,Norway,0,0,Friendly,Vienna,Austria,False
1991-04-17,Congo,Benin,1,2,Friendly,Brazzaville,Congo,False
1991-04-17,Costa Rica,Mexico,0,0,Friendly,San José,Costa Rica,False
1991-04-17,Greece,Sweden,2,2,Friendly,Athens,Greece,False
1991-04-17,Hungary,Russia,0,1,UEFA Euro qualification,Budapest,Hungary,False
1991-04-17,Netherlands,Finland,2,0,UEFA Euro qualification,Rotterdam,Netherlands,False
1991-04-17,Poland,Turkey,3,0,UEFA Euro qualification,Warsaw,Poland,False
1991-04-17,Spain,Romania,0,2,Friendly,Cáceres,Spain,False
1991-04-21,Togo,Burkina Faso,1,0,African Cup of Nations qualification,Lomé,Togo,False
1991-04-27,Nigeria,Benin,3,0,African Cup of Nations qualification,Lagos,Nigeria,False
1991-04-27,Tanzania,Congo DR,1,0,African Cup of Nations qualification,Dar es Salaam,Tanzania,False
1991-04-28,Chad,Tunisia,0,0,African Cup of Nations qualification,N'Djamena,Chad,False
1991-04-28,Congo,Malawi,2,1,African Cup of Nations qualification,Brazzaville,Congo,False
1991-04-28,Mali,Cameroon,0,2,African Cup of Nations qualification,Bamako,Mali,False
1991-04-28,Mozambique,Sudan,1,0,African Cup of Nations qualification,Maputo,Mozambique,False
1991-04-28,Sierra Leone,Guinea,0,1,African Cup of Nations qualification,Freetown,Sierra Leone,False
1991-04-28,Swaziland,Zambia,2,1,African Cup of Nations qualification,Mbabane,Swaziland,False
1991-04-29,Ghana,Togo,2,0,African Cup of Nations qualification,Accra,Ghana,False
1991-04-30,Ivory Coast,Niger,1,0,African Cup of Nations qualification,Abidjan,Ivory Coast,False
1991-05-01,Albania,Czechoslovakia,0,2,UEFA Euro qualification,Tirana,Albania,False
1991-05-01,Bulgaria,Switzerland,2,3,UEFA Euro qualification,Sofia,Bulgaria,False
1991-05-01,Germany,Belgium,1,0,UEFA Euro qualification,Hanover,Germany,False
1991-05-01,Ireland,Poland,0,0,UEFA Euro qualification,Dublin,Ireland,False
1991-05-01,Italy,Hungary,3,1,UEFA Euro qualification,Salerno,Italy,False
1991-05-01,Northern Ireland,Faroe Islands,1,1,UEFA Euro qualification,Belfast,Northern Ireland,False
1991-05-01,Norway,Cyprus,3,0,UEFA Euro qualification,Oslo,Norway,False
1991-05-01,San Marino,Scotland,0,2,UEFA Euro qualification,Serravalle,San Marino,False
1991-05-01,Sweden,Austria,6,0,Friendly,Solna,Sweden,False
1991-05-01,Turkey,England,0,1,UEFA Euro qualification,Izmir,Turkey,False
1991-05-01,Wales,Iceland,1,0,Friendly,Cardiff,Wales,False
1991-05-01,Yugoslavia,Denmark,1,2,UEFA Euro qualification,Belgrade,Yugoslavia,False
1991-05-05,Jamaica,Haiti,2,1,Friendly,Kingston,Jamaica,False
1991-05-05,Senegal,Ivory Coast,0,0,Friendly,Dakar,Senegal,False
1991-05-05,USA,Uruguay,1,0,Friendly,Denver,USA,False
1991-05-06,Jamaica,Haiti,2,0,Friendly,Savanna-la-Mar,Jamaica,False
1991-05-07,Malta,Iceland,1,4,Friendly,Attard,Malta,False
1991-05-07,Mexico,Uruguay,0,2,Friendly,Los Angeles,USA,True
1991-05-08,Aruba,Suriname,0,1,CFU Caribbean Cup qualification,Georgetown,Guyana,True
1991-05-08,Martinique,Congo DR,0,0,Friendly,Paris,France,True
1991-05-10,Cayman Islands,British Virgin Islands,2,1,CFU Caribbean Cup qualification,Basseterre,St. Kitts and Nevis,True
1991-05-10,Guyana,Aruba,4,1,CFU Caribbean Cup qualification,Georgetown,Guyana,False
1991-05-10,Puerto Rico,Haiti,2,3,CFU Caribbean Cup qualification,San Juan,Puerto Rico,False
1991-05-10,St. Lucia,Montserrat,3,0,CFU Caribbean Cup qualification,Castries,St. Lucia,False
1991-05-12,Dominican Republic,Haiti,1,1,CFU Caribbean Cup qualification,San Juan,Puerto Rico,True
1991-05-12,Guyana,Suriname,1,1,CFU Caribbean Cup qualification,Georgetown,Guyana,False
1991-05-12,New Zealand,Australia,0,1,Friendly,Christchurch,New Zealand,False
1991-05-12,Panama,Honduras,2,0,UNCAF Cup,Panama City,Panama,False
1991-05-12,St. Kitts and Nevis,Cayman Islands,1,1,CFU Caribbean Cup qualification,Basseterre,St. Kitts and Nevis,False
1991-05-14,Anguilla,Montserrat,1,1,CFU Caribbean Cup qualification,Castries,St. Lucia,True
1991-05-14,Hong Kong,Malaysia,2,0,Friendly,Victoria,Hong Kong,False
1991-05-14,Puerto Rico,Dominican Republic,1,3,CFU Caribbean Cup qualification,San Juan,Puerto Rico,False
1991-05-14,St. Kitts and Nevis,British Virgin Islands,0,0,CFU Caribbean Cup qualification,Basseterre,St. Kitts and Nevis,False
1991-05-15,Australia,New Zealand,2,1,Friendly,Adelaide,Australia,False
1991-05-15,Martinique,French Guyana,1,2,CFU Caribbean Cup qualification,Fort-de-France,Martinique,False
1991-05-16,Finland,Malta,2,0,UEFA Euro qualification,Helsinki,Finland,False
1991-05-16,St. Lucia,Anguilla,6,0,CFU Caribbean Cup qualification,Castries,St. Lucia,False
1991-05-16,Yugoslavia,Faroe Islands,7,0,UEFA Euro qualification,Belgrade,Yugoslavia,False
1991-05-17,Guadeloupe,French Guyana,1,0,CFU Caribbean Cup qualification,Fort-de-France,Martinique,True
1991-05-18,Honduras,Panama,3,0,UNCAF Cup,San Pedro Sula,Honduras,False
1991-05-19,Martinique,Guadeloupe,3,1,CFU Caribbean Cup qualification,Fort-de-France,Martinique,False
1991-05-19,USA,Argentina,0,1,Friendly,Palo Alto,USA,False
1991-05-21,England,Russia,3,1,Friendly,London,England,False
1991-05-21,Guyana,Haiti,1,1,Friendly,Georgetown,Guyana,False
1991-05-22,Austria,Faroe Islands,3,0,UEFA Euro qualification,Salzburg,Austria,False
1991-05-22,Ireland,Chile,1,1,Friendly,Dublin,Ireland,False
1991-05-22,San Marino,Bulgaria,0,3,UEFA Euro qualification,Serravalle,San Marino,False
1991-05-23,Argentina,Russia,1,1,Friendly,Manchester,England,True
1991-05-23,Dominican Republic,Trinidad and Tobago,0,7,CFU Caribbean Cup,Kingston,Jamaica,True
1991-05-23,Norway,Romania,1,0,Friendly,Oslo,Norway,False
1991-05-23,St. Lucia,Martinique,0,0,CFU Caribbean Cup,Kingston,Jamaica,True
1991-05-24,Jamaica,Guyana,6,0,CFU Caribbean Cup,Kingston,Jamaica,False
1991-05-25,Dominican Republic,St. Lucia,0,0,CFU Caribbean Cup,Kingston,Jamaica,True
